temperature,oil_temperature,oil_pressure,voltage,current,vibration,load,power_factor,frequency,temp_oil_delta,apparent_power_ratio,temp_rate_of_change,vib_rate_of_change,rolling_temp_std,rolling_current_std,failure_label,failure_mode,is_failure
55.87,50.2,26.08,400.26,46.24,11.65,82.76,0.917,50.03,5.67,0.925,0.0303,0.2022,1.069,1.883,2,MECHANICAL_FAULT,1
60.0,53.12,23.43,396.08,28.17,1.86,46.7,0.933,50.03,6.88,0.558,-0.0139,-0.0148,0.996,1.775,0,NORMAL,0
61.54,53.17,23.13,402.08,29.7,1.96,51.64,0.936,50.0,8.37,0.597,-0.0159,-0.0027,0.91,1.255,0,NORMAL,0
67.44,62.9,22.78,394.13,39.32,1.09,67.28,0.94,49.99,4.54,0.775,-0.0073,0.0297,0.86,1.213,0,NORMAL,0
63.11,54.25,24.85,404.24,35.41,1.36,57.45,0.968,49.96,8.86,0.716,-0.0658,0.0004,0.906,1.21,0,NORMAL,0
65.81,56.13,24.97,404.51,38.63,1.23,66.35,0.97,50.02,9.67,0.781,0.0021,0.0308,0.968,1.246,0,NORMAL,0
67.19,62.73,22.63,399.52,37.05,1.65,65.64,0.977,50.02,4.46,0.74,-0.0101,0.0099,0.983,1.619,0,NORMAL,0
103.89,98.61,35.27,401.8,84.5,3.89,122.58,0.924,49.9,5.29,1.698,0.7882,0.0116,6.476,4.07,1,THERMAL_OVERLOAD,1
64.34,55.83,25.2,403.55,39.2,1.8,64.4,0.978,50.01,8.51,0.791,0.0088,-0.0032,0.757,1.564,0,NORMAL,0
91.27,88.07,9.83,382.99,35.39,2.38,56.8,0.746,49.86,3.2,0.678,0.3614,0.0148,2.217,2.99,3,DIELECTRIC_FAULT,1
64.97,60.14,23.58,403.96,40.7,1.71,68.32,0.932,49.96,4.83,0.822,-0.0064,0.0002,0.439,1.867,0,NORMAL,0
63.62,56.04,20.93,400.2,43.79,1.45,71.32,0.946,49.97,7.58,0.876,-0.0596,-0.0174,0.766,0.857,0,NORMAL,0
105.2,115.12,57.23,334.75,97.03,13.52,121.58,0.629,48.46,-9.92,1.624,0.6902,1.198,5.722,6.813,4,CRITICAL_FAILURE,1
75.77,86.7,11.33,373.58,46.43,3.73,79.53,0.763,49.93,-10.93,0.867,0.2763,0.0134,3.825,4.896,3,DIELECTRIC_FAULT,1
97.66,100.84,27.36,397.51,79.47,2.39,116.87,0.897,50.06,-3.18,1.58,0.6545,-0.0002,3.848,5.043,1,THERMAL_OVERLOAD,1
67.27,60.51,28.84,395.6,42.23,2.06,71.95,0.941,49.97,6.77,0.835,0.0147,0.0192,0.658,1.586,0,NORMAL,0
62.42,57.52,24.98,395.03,30.62,1.5,51.35,0.948,49.9,4.9,0.605,-0.0831,-0.0039,1.023,0.544,0,NORMAL,0
67.25,61.92,24.59,396.41,42.29,7.55,76.53,0.926,49.92,5.33,0.838,-0.0308,0.4711,1.782,1.006,2,MECHANICAL_FAULT,1
62.31,53.44,27.3,407.25,35.36,0.95,61.92,0.965,50.1,8.86,0.72,-0.0066,-0.0222,0.677,1.947,0,NORMAL,0
68.79,62.28,24.6,384.12,40.95,11.29,67.53,0.948,50.04,6.51,0.787,0.0028,0.581,1.391,2.359,2,MECHANICAL_FAULT,1
67.12,57.37,24.7,395.81,41.86,1.94,74.18,0.948,50.01,9.75,0.828,-0.0319,-0.0193,0.892,1.62,0,NORMAL,0
70.96,76.31,11.15,375.72,32.53,2.23,61.13,0.771,49.8,-5.35,0.611,0.3643,0.03,2.178,4.093,3,DIELECTRIC_FAULT,1
100.85,95.04,30.34,398.95,70.77,3.1,111.15,0.897,50.01,5.82,1.412,0.7358,0.0492,2.73,4.948,1,THERMAL_OVERLOAD,1
63.85,54.03,23.08,403.94,38.15,1.02,61.73,0.973,50.05,9.81,0.771,0.0221,-0.0197,1.106,1.04,0,NORMAL,0
60.26,54.75,25.4,405.5,28.36,1.26,48.12,0.973,50.06,5.51,0.575,0.0431,0.0304,0.704,0.912,0,NORMAL,0
61.04,51.61,26.88,398.35,34.07,1.55,56.11,0.941,49.92,9.43,0.679,-0.0147,-0.0125,0.703,0.907,0,NORMAL,0
113.29,84.49,35.57,392.13,66.22,3.26,111.29,0.889,50.07,28.79,1.298,0.5114,0.0572,4.255,3.414,1,THERMAL_OVERLOAD,1
60.82,51.19,25.57,400.38,35.94,1.68,57.67,0.947,50.02,9.64,0.719,-0.0125,0.0127,1.094,1.683,0,NORMAL,0
61.27,56.02,24.76,400.84,36.66,1.73,63.08,0.976,49.93,5.25,0.735,-0.0131,0.0176,0.948,1.803,0,NORMAL,0
56.86,52.76,27.6,399.87,27.84,1.48,45.66,0.94,50.05,4.1,0.557,0.0544,-0.0048,0.955,1.378,0,NORMAL,0
64.84,58.84,27.0,405.71,33.86,1.5,57.7,0.953,49.97,5.99,0.687,-0.0455,-0.0166,1.12,1.611,0,NORMAL,0
62.65,57.02,25.76,398.02,39.86,1.67,68.66,0.967,49.99,5.63,0.793,0.0512,0.029,0.393,0.728,0,NORMAL,0
68.08,61.31,24.82,400.95,46.02,1.09,75.22,0.938,50.03,6.78,0.923,-0.01,0.0441,1.122,1.269,0,NORMAL,0
88.29,84.66,28.93,388.42,80.84,3.92,131.43,0.903,49.75,3.63,1.57,0.2648,-0.0153,4.535,5.893,1,THERMAL_OVERLOAD,1
71.28,63.84,25.1,396.19,35.98,6.23,70.31,0.937,49.92,7.44,0.713,0.0161,0.444,1.35,1.64,2,MECHANICAL_FAULT,1
60.08,54.79,26.74,396.49,29.28,1.58,50.28,0.947,49.99,5.29,0.58,0.0388,-0.0333,0.783,1.411,0,NORMAL,0
87.91,82.04,10.16,381.89,50.02,3.18,88.13,0.71,49.56,5.87,0.955,0.3256,0.0046,1.796,2.262,3,DIELECTRIC_FAULT,1
67.86,62.11,24.4,402.97,44.83,1.59,73.97,0.935,50.02,5.75,0.903,-0.0445,0.0122,0.432,0.501,0,NORMAL,0
72.24,93.08,7.37,394.18,28.73,2.66,55.79,0.769,49.67,-20.85,0.566,0.2577,0.0326,3.017,4.422,3,DIELECTRIC_FAULT,1
66.97,60.57,25.05,397.37,39.43,2.18,65.1,0.973,50.03,6.4,0.783,-0.0203,-0.0336,0.853,1.093,0,NORMAL,0
64.49,54.67,21.31,403.16,43.42,2.03,71.74,0.953,50.01,9.82,0.875,0.0194,-0.0139,0.992,1.497,0,NORMAL,0
65.41,57.24,24.5,402.24,42.23,1.53,68.81,0.963,49.99,8.17,0.849,0.0104,-0.0229,1.065,1.591,0,NORMAL,0
67.9,58.84,21.84,399.05,47.37,2.09,76.3,0.954,49.96,9.06,0.945,-0.0286,-0.0053,0.521,1.953,0,NORMAL,0
64.2,55.26,20.33,404.22,44.79,1.6,77.16,0.948,50.1,8.94,0.905,-0.0469,0.0285,1.083,0.834,0,NORMAL,0
61.68,56.71,26.41,398.8,35.39,0.92,59.85,0.961,50.05,4.97,0.706,0.0114,0.0145,0.711,0.968,0,NORMAL,0
64.54,59.18,28.24,397.7,39.02,1.66,67.32,0.932,49.98,5.35,0.776,-0.0602,-0.0078,0.404,1.654,0,NORMAL,0
63.74,55.12,22.57,400.01,38.62,2.17,65.3,0.978,49.93,8.62,0.772,-0.0484,0.0412,0.461,0.534,0,NORMAL,0
60.64,51.38,26.03,391.72,28.25,1.86,49.18,0.945,49.96,9.25,0.553,0.0188,0.0256,0.812,1.738,0,NORMAL,0
109.92,90.64,31.64,390.55,80.72,2.61,121.61,0.897,49.91,19.28,1.576,0.1613,-0.0384,5.012,4.478,1,THERMAL_OVERLOAD,1
60.58,56.28,28.08,402.62,26.32,1.06,45.22,0.943,50.0,4.3,0.53,0.0303,0.0179,1.116,1.977,0,NORMAL,0
64.54,54.98,24.44,409.7,38.94,1.36,62.72,0.975,50.07,9.56,0.798,-0.0211,-0.0211,1.128,1.181,0,NORMAL,0
93.31,92.99,22.2,392.55,65.98,3.7,106.12,0.939,49.8,0.32,1.295,0.3984,0.0696,4.299,3.87,1,THERMAL_OVERLOAD,1
68.61,60.58,24.31,399.29,44.8,1.05,74.11,0.976,49.96,8.03,0.894,-0.0242,0.0004,1.03,0.721,0,NORMAL,0
60.54,52.92,20.82,395.06,32.96,1.21,53.47,0.952,50.06,7.62,0.651,-0.0289,-0.0144,0.551,1.404,0,NORMAL,0
111.7,98.5,31.9,394.95,80.63,3.64,122.61,0.904,49.85,13.2,1.592,0.3029,0.0758,3.847,3.771,1,THERMAL_OVERLOAD,1
71.93,64.91,25.25,397.01,37.17,10.52,67.62,0.951,50.0,7.02,0.738,0.0213,0.364,1.182,2.017,2,MECHANICAL_FAULT,1
90.65,102.36,30.15,387.95,71.53,2.36,110.55,0.884,50.03,-11.71,1.388,0.5474,0.1327,4.372,3.568,1,THERMAL_OVERLOAD,1
66.11,61.59,22.61,405.2,43.96,1.33,71.28,0.951,49.98,4.52,0.891,-0.0037,-0.008,1.148,0.712,0,NORMAL,0
68.04,61.82,26.55,401.69,45.75,1.93,77.93,0.957,49.96,6.21,0.919,-0.0456,-0.0032,0.717,1.984,0,NORMAL,0
67.06,61.78,27.12,405.96,43.41,1.35,69.92,0.952,49.91,5.28,0.881,-0.0081,0.0144,0.714,1.675,0,NORMAL,0
70.44,79.23,10.61,391.07,51.85,2.84,86.49,0.715,49.89,-8.79,1.014,0.2426,0.0943,3.529,2.612,3,DIELECTRIC_FAULT,1
91.31,87.99,29.2,392.98,82.44,3.38,127.43,0.926,50.01,3.32,1.62,0.7216,0.0329,3.623,3.602,1,THERMAL_OVERLOAD,1
62.42,57.24,24.25,393.67,34.12,0.88,61.36,0.94,49.97,5.18,0.672,-0.0329,0.0458,0.854,1.081,0,NORMAL,0
62.36,57.09,26.34,406.74,33.65,1.03,55.7,0.949,49.95,5.27,0.684,-0.052,0.0081,0.213,1.11,0,NORMAL,0
66.25,59.31,24.67,400.36,38.5,1.41,65.11,0.956,50.02,6.93,0.771,-0.071,-0.0004,0.41,0.588,0,NORMAL,0
67.59,61.59,22.65,401.29,44.1,2.07,76.25,0.961,49.86,6.0,0.885,-0.0014,-0.0171,1.177,1.505,0,NORMAL,0
64.71,56.34,24.25,402.97,35.42,1.79,59.67,0.944,50.01,8.37,0.714,0.0359,0.0218,0.594,1.481,0,NORMAL,0
74.75,88.05,8.73,395.46,39.47,3.77,87.58,0.696,49.47,-13.3,0.78,0.3557,0.0571,2.768,4.561,3,DIELECTRIC_FAULT,1
64.57,56.9,23.7,402.95,47.69,1.31,76.23,0.939,49.92,7.67,0.961,-0.0712,-0.0095,0.378,1.175,0,NORMAL,0
66.01,57.54,26.09,407.6,42.86,1.44,71.7,0.941,49.98,8.47,0.874,-0.0071,0.021,0.95,1.322,0,NORMAL,0
65.27,55.29,28.64,396.48,41.15,1.37,69.63,0.957,50.02,9.98,0.816,-0.0236,-0.0094,0.992,0.593,0,NORMAL,0
70.68,63.46,32.84,401.49,39.91,7.05,75.01,0.902,49.97,7.21,0.801,0.0319,0.3748,1.805,2.111,2,MECHANICAL_FAULT,1
66.21,60.61,28.3,405.39,47.66,1.76,76.24,0.936,50.05,5.6,0.966,-0.0388,0.0114,0.507,1.32,0,NORMAL,0
59.57,50.85,22.83,393.12,30.65,1.18,51.8,0.938,50.01,8.72,0.602,0.0078,-0.0065,0.696,1.447,0,NORMAL,0
82.87,89.45,8.81,372.72,32.85,2.63,63.77,0.697,50.11,-6.58,0.612,0.1759,0.0218,3.57,3.951,3,DIELECTRIC_FAULT,1
64.11,58.29,21.72,393.35,46.33,1.32,75.2,0.97,49.99,5.82,0.911,-0.0153,0.0174,0.669,1.811,0,NORMAL,0
58.73,50.33,25.28,404.04,32.73,2.13,56.19,0.943,49.97,8.4,0.661,0.0272,-0.0165,0.439,1.606,0,NORMAL,0
63.63,54.01,26.04,407.15,39.74,1.76,65.34,0.937,49.97,9.62,0.809,0.0456,0.0002,0.419,1.807,0,NORMAL,0
65.75,59.01,24.33,398.75,44.61,1.18,77.56,0.948,49.99,6.74,0.889,-0.026,0.0181,0.276,1.194,0,NORMAL,0
67.11,59.88,24.44,398.34,41.9,1.07,70.64,0.954,50.04,7.23,0.835,-0.0016,0.0341,0.683,1.757,0,NORMAL,0
68.34,64.18,21.96,397.15,43.57,1.79,70.94,0.971,49.98,4.15,0.865,0.015,0.001,0.252,1.257,0,NORMAL,0
60.77,56.76,23.47,399.87,35.6,1.68,61.97,0.971,49.97,4.01,0.712,-0.0287,-0.039,0.315,0.729,0,NORMAL,0
78.03,95.86,46.43,379.87,42.39,1.9,75.15,0.778,49.85,-17.84,0.805,0.3631,0.0159,3.228,2.195,3,DIELECTRIC_FAULT,1
92.67,88.47,33.64,390.65,72.91,3.3,104.85,0.908,49.87,4.2,1.424,0.8129,0.0309,4.89,3.552,1,THERMAL_OVERLOAD,1
76.74,71.42,28.26,393.97,40.89,9.48,64.29,0.928,50.21,5.31,0.805,-0.0215,0.2135,0.841,1.65,2,MECHANICAL_FAULT,1
121.4,110.29,64.52,358.61,112.65,15.45,153.11,0.638,48.51,11.11,2.02,1.538,1.1515,8.943,12.595,4,CRITICAL_FAILURE,1
64.53,58.48,22.65,405.26,40.34,1.0,70.2,0.977,50.02,6.06,0.817,0.0355,0.0096,0.269,1.002,0,NORMAL,0
61.44,51.66,23.69,402.37,31.78,2.01,53.91,0.974,50.07,9.78,0.639,0.0073,0.0143,0.402,0.637,0,NORMAL,0
118.26,106.31,57.95,355.78,124.51,9.19,148.78,0.778,49.18,11.94,2.215,1.9844,0.9298,8.522,12.36,4,CRITICAL_FAILURE,1
89.33,101.19,39.71,385.24,77.07,2.4,117.36,0.913,49.98,-11.86,1.484,0.5214,0.0725,5.558,5.187,1,THERMAL_OVERLOAD,1
62.3,57.57,26.1,397.59,43.27,1.05,68.63,0.956,49.95,4.73,0.86,-0.018,0.0064,0.767,0.885,0,NORMAL,0
66.31,61.84,28.17,402.72,46.07,1.64,72.86,0.931,50.0,4.47,0.928,-0.0028,-0.0331,0.742,1.649,0,NORMAL,0
70.87,76.15,55.37,394.22,44.86,2.72,78.8,0.748,49.8,-5.28,0.884,0.0854,0.0748,3.9,2.037,3,DIELECTRIC_FAULT,1
69.82,60.65,25.36,396.29,42.61,2.13,75.18,0.961,49.93,9.17,0.844,0.0155,0.0213,1.039,1.917,0,NORMAL,0
109.65,108.18,64.56,331.0,89.42,9.2,139.17,0.712,48.7,1.47,1.48,0.6902,0.4273,6.553,12.163,4,CRITICAL_FAILURE,1
66.05,58.62,20.81,404.67,43.26,1.13,72.94,0.97,49.9,7.44,0.875,-0.0051,-0.0053,1.149,0.958,0,NORMAL,0
60.55,54.99,25.66,396.79,31.09,1.98,49.03,0.937,49.93,5.56,0.617,-0.0161,0.0081,0.39,1.875,0,NORMAL,0
62.63,56.01,28.94,404.38,34.53,2.0,61.45,0.933,49.84,6.63,0.698,0.0634,0.0043,0.882,1.901,0,NORMAL,0
64.26,59.14,25.31,403.1,43.97,2.07,71.87,0.932,49.96,5.12,0.886,0.0008,0.0261,1.061,1.765,0,NORMAL,0
62.56,52.84,24.65,405.54,34.59,0.88,57.27,0.95,49.94,9.72,0.701,-0.0012,-0.0081,0.983,1.506,0,NORMAL,0
64.7,57.97,25.71,393.27,38.23,2.07,66.21,0.938,49.99,6.73,0.752,0.0166,0.0176,1.175,1.195,0,NORMAL,0
61.46,53.64,23.08,394.63,33.17,1.08,55.09,0.954,50.0,7.82,0.654,0.005,0.0193,0.882,1.009,0,NORMAL,0
63.94,57.72,28.25,405.66,38.84,2.13,69.96,0.935,49.9,6.22,0.788,0.0028,-0.008,1.149,1.985,0,NORMAL,0
56.25,50.93,23.06,389.84,40.63,6.37,67.19,0.93,50.06,5.32,0.792,-0.0053,0.2472,1.664,1.421,2,MECHANICAL_FAULT,1
91.96,93.04,9.09,367.46,29.25,2.38,51.92,0.745,49.85,-1.08,0.537,0.1495,0.1058,1.674,3.82,3,DIELECTRIC_FAULT,1
61.62,53.46,23.02,394.83,35.81,1.71,62.22,0.94,49.94,8.16,0.707,0.0305,0.0129,0.563,1.354,0,NORMAL,0
114.74,102.79,30.88,375.34,81.75,3.79,127.69,0.929,49.81,11.95,1.534,0.6547,0.0325,4.827,3.669,1,THERMAL_OVERLOAD,1
91.56,88.27,35.98,391.38,87.29,3.33,133.92,0.881,49.84,3.29,1.708,0.7627,-0.031,2.704,3.2,1,THERMAL_OVERLOAD,1
58.49,50.76,24.64,406.54,28.01,1.62,46.28,0.944,49.99,7.73,0.569,0.0167,0.0373,0.3,1.898,0,NORMAL,0
64.65,60.23,27.35,400.65,31.78,2.01,52.12,0.944,50.01,4.41,0.637,0.0017,0.0312,0.645,0.591,0,NORMAL,0
65.91,59.75,23.14,403.03,40.98,1.55,69.1,0.962,50.04,6.17,0.826,-0.0048,-0.0324,1.086,0.704,0,NORMAL,0
70.08,92.74,44.51,383.33,45.26,3.37,83.69,0.691,49.49,-22.65,0.867,0.3497,0.063,3.727,3.756,3,DIELECTRIC_FAULT,1
57.13,48.4,28.96,397.57,47.5,9.74,77.62,0.948,49.97,8.73,0.944,0.0379,0.3676,1.756,2.15,2,MECHANICAL_FAULT,1
69.81,61.56,27.2,400.98,41.77,1.75,70.7,0.965,49.98,8.25,0.837,0.0303,0.0019,0.452,1.072,0,NORMAL,0
69.78,61.97,23.63,392.91,39.2,7.89,66.73,0.944,49.9,7.8,0.77,0.094,0.1256,1.945,2.545,2,MECHANICAL_FAULT,1
62.59,53.26,27.21,400.88,39.29,2.13,65.19,0.977,50.01,9.33,0.788,-0.0138,-0.0273,1.192,0.937,0,NORMAL,0
62.2,52.56,27.89,398.03,33.87,1.72,58.48,0.956,50.01,9.64,0.674,0.0074,-0.0142,0.355,1.122,0,NORMAL,0
61.39,51.65,26.38,403.71,36.52,1.43,60.71,0.969,50.02,9.74,0.737,0.0146,0.0159,0.708,1.439,0,NORMAL,0
75.54,80.72,43.49,419.04,41.21,3.31,69.15,0.7,50.2,-5.18,0.863,0.1972,-0.0193,2.097,4.379,3,DIELECTRIC_FAULT,1
59.56,51.93,25.92,407.3,30.29,1.27,49.74,0.959,49.97,7.64,0.617,-0.0077,-0.0127,0.628,1.487,0,NORMAL,0
74.63,78.65,47.18,396.5,38.81,3.52,71.54,0.707,49.9,-4.02,0.769,0.1143,0.0649,2.357,3.375,3,DIELECTRIC_FAULT,1
62.54,54.6,26.85,402.74,27.24,1.24,47.16,0.974,50.0,7.95,0.549,0.0471,0.0256,1.147,1.845,0,NORMAL,0
134.16,108.64,62.94,330.08,97.5,14.01,157.7,0.632,49.05,25.51,1.609,0.6766,0.806,6.779,9.254,4,CRITICAL_FAILURE,1
58.72,51.05,25.74,397.97,29.25,1.64,48.67,0.937,50.07,7.67,0.582,-0.0164,0.0442,1.046,1.763,0,NORMAL,0
72.74,93.79,53.27,382.3,26.96,1.97,57.53,0.836,49.7,-21.05,0.515,0.1992,0.0114,2.19,2.235,3,DIELECTRIC_FAULT,1
66.43,58.83,27.7,394.66,41.45,1.84,68.4,0.933,49.95,7.6,0.818,0.0282,-0.0305,1.039,1.221,0,NORMAL,0
58.1,51.11,22.76,396.61,28.92,1.66,47.04,0.942,49.87,6.99,0.574,-0.0167,0.0034,1.161,1.54,0,NORMAL,0
64.43,59.66,27.7,405.15,43.77,1.01,73.78,0.965,49.95,4.77,0.887,0.0306,0.0202,0.841,1.216,0,NORMAL,0
67.47,61.53,27.43,396.24,47.09,1.47,76.87,0.956,50.03,5.94,0.933,-0.0048,-0.017,0.786,1.533,0,NORMAL,0
58.34,52.08,27.45,398.33,28.43,1.55,46.28,0.93,49.96,6.26,0.566,-0.0198,0.0151,0.48,0.787,0,NORMAL,0
80.19,92.54,7.4,408.94,45.49,2.55,80.27,0.745,49.71,-12.35,0.93,0.3933,-0.0396,2.724,4.858,3,DIELECTRIC_FAULT,1
60.96,54.51,23.57,404.63,36.86,1.52,61.25,0.967,49.99,6.45,0.746,-0.012,-0.0303,0.592,1.69,0,NORMAL,0
60.73,51.91,25.8,399.22,33.68,1.44,53.56,0.954,50.0,8.82,0.672,0.0532,0.0332,0.966,0.738,0,NORMAL,0
57.6,50.62,24.51,395.31,26.75,1.73,47.25,0.955,49.97,6.98,0.529,0.0058,0.0181,0.331,1.696,0,NORMAL,0
59.24,52.93,26.17,410.95,33.64,1.81,54.51,0.945,49.97,6.3,0.691,-0.0133,-0.0062,1.199,0.641,0,NORMAL,0
60.31,54.57,24.07,396.41,44.4,1.34,69.65,0.947,49.96,5.74,0.88,0.0095,0.0053,0.746,1.145,0,NORMAL,0
64.98,58.2,25.2,392.32,49.28,1.26,77.27,0.936,49.96,6.79,0.967,-0.004,-0.0002,0.602,0.659,0,NORMAL,0
87.2,87.46,7.85,367.23,50.57,2.21,89.45,0.686,49.83,-0.25,0.928,0.2818,0.0611,2.163,2.418,3,DIELECTRIC_FAULT,1
62.05,55.94,25.63,401.63,42.52,1.28,69.28,0.946,50.03,6.11,0.854,-0.0422,-0.006,0.387,1.758,0,NORMAL,0
112.46,104.69,23.97,385.72,80.7,3.26,124.7,0.909,50.07,7.77,1.556,0.2653,0.0397,5.062,4.134,1,THERMAL_OVERLOAD,1
106.64,94.14,33.01,390.22,64.86,3.42,98.54,0.901,49.86,12.5,1.266,0.6285,-0.0079,4.413,5.163,1,THERMAL_OVERLOAD,1
60.85,53.51,25.75,393.82,47.12,7.28,81.34,0.914,50.11,7.33,0.928,0.0381,0.4438,1.41,1.499,2,MECHANICAL_FAULT,1
60.57,56.35,24.85,397.91,34.41,0.93,55.55,0.939,50.09,4.21,0.685,0.0071,-0.0168,0.294,1.631,0,NORMAL,0
65.57,57.32,22.7,398.92,47.01,0.97,74.96,0.977,50.03,8.25,0.938,-0.0402,-0.0058,1.134,0.657,0,NORMAL,0
105.85,97.5,29.22,397.76,63.39,3.43,96.62,0.935,49.76,8.34,1.261,0.2081,0.0615,4.228,5.839,1,THERMAL_OVERLOAD,1
104.94,101.09,38.63,393.07,63.82,3.29,98.99,0.911,49.92,3.85,1.254,0.3004,0.0026,3.511,4.031,1,THERMAL_OVERLOAD,1
107.77,84.36,29.79,386.49,71.67,3.39,103.15,0.89,49.71,23.41,1.385,0.3285,0.0378,3.314,5.2,1,THERMAL_OVERLOAD,1
59.66,54.0,28.21,397.25,29.31,1.23,47.95,0.947,50.03,5.66,0.582,-0.0126,-0.0029,0.948,0.506,0,NORMAL,0
70.18,75.27,6.68,361.08,28.64,2.28,50.43,0.69,50.01,-5.09,0.517,0.3455,-0.0095,2.113,4.801,3,DIELECTRIC_FAULT,1
61.49,55.01,23.03,397.36,33.69,2.08,58.52,0.969,50.02,6.48,0.669,0.0522,-0.0334,0.742,1.373,0,NORMAL,0
79.64,90.76,9.48,392.42,35.7,2.41,70.08,0.801,50.19,-11.12,0.7,0.3794,0.0186,3.326,3.119,3,DIELECTRIC_FAULT,1
63.16,57.25,24.88,398.26,32.41,1.27,51.62,0.968,49.97,5.91,0.645,0.0214,0.003,0.923,1.941,0,NORMAL,0
63.03,58.7,24.48,402.26,37.21,1.66,61.47,0.93,49.94,4.33,0.749,0.0138,0.0343,0.685,1.135,0,NORMAL,0
63.74,56.68,27.01,399.18,40.1,1.68,63.93,0.976,50.0,7.06,0.8,-0.0117,0.0225,0.893,0.702,0,NORMAL,0
112.33,102.88,35.43,397.05,73.9,3.01,110.48,0.894,49.96,9.45,1.467,0.6909,0.11,4.547,6.244,1,THERMAL_OVERLOAD,1
74.33,67.9,19.74,387.88,47.54,8.94,84.59,0.937,50.01,6.43,0.922,-0.0286,0.2508,1.048,1.501,2,MECHANICAL_FAULT,1
62.89,54.75,22.24,396.44,32.22,1.46,55.06,0.948,49.91,8.14,0.639,-0.009,-0.0126,0.864,1.499,0,NORMAL,0
66.32,61.88,21.21,398.88,40.76,1.38,69.25,0.963,49.99,4.44,0.813,-0.0175,-0.0237,0.983,1.466,0,NORMAL,0
61.12,55.91,22.97,407.03,29.26,1.66,48.46,0.951,50.03,5.21,0.596,-0.0232,-0.0045,0.312,1.59,0,NORMAL,0
56.82,49.74,20.58,397.48,29.28,1.8,46.23,0.944,50.01,7.08,0.582,-0.0307,-0.0127,0.847,1.241,0,NORMAL,0
68.34,63.96,25.29,403.93,47.65,0.89,74.27,0.965,49.98,4.38,0.962,0.0449,-0.0264,0.434,1.868,0,NORMAL,0
65.34,59.64,24.84,395.48,41.92,0.93,65.92,0.975,49.93,5.71,0.829,0.0072,-0.0164,0.54,1.706,0,NORMAL,0
58.91,51.01,23.75,403.46,29.89,2.1,53.81,0.968,49.97,7.91,0.603,-0.0289,-0.005,0.83,1.028,0,NORMAL,0
62.13,53.01,27.4,407.19,28.5,1.27,45.4,0.958,50.02,9.12,0.58,0.0023,0.0074,0.775,1.768,0,NORMAL,0
65.18,57.11,21.94,398.17,37.82,1.52,63.21,0.933,50.0,8.07,0.753,0.0096,-0.0429,0.428,1.49,0,NORMAL,0
69.57,63.23,24.02,407.02,46.57,1.12,73.53,0.96,50.02,6.34,0.948,-0.063,0.0125,0.793,0.58,0,NORMAL,0
62.25,54.37,23.47,396.4,38.25,6.35,68.45,0.919,49.96,7.87,0.758,0.1041,0.3479,1.0,1.769,2,MECHANICAL_FAULT,1
69.09,62.59,23.22,396.48,42.11,1.03,67.49,0.939,50.01,6.5,0.835,-0.0209,-0.0014,0.938,0.737,0,NORMAL,0
90.98,102.55,28.02,401.49,79.04,2.4,127.18,0.898,49.95,-11.57,1.587,0.8365,-0.0572,5.266,3.457,1,THERMAL_OVERLOAD,1
71.03,63.62,26.95,395.65,45.48,6.72,84.88,0.93,50.1,7.41,0.9,-0.0076,0.6431,1.674,2.566,2,MECHANICAL_FAULT,1
60.79,53.22,25.83,390.62,39.09,10.45,79.66,0.95,50.06,7.58,0.763,-0.0048,0.3511,1.471,1.098,2,MECHANICAL_FAULT,1
62.68,58.58,24.4,406.49,33.11,1.25,58.83,0.956,50.0,4.11,0.673,-0.0009,-0.0167,1.125,1.528,0,NORMAL,0
59.12,52.23,20.98,401.94,34.77,6.91,66.69,0.912,50.05,6.89,0.699,0.0667,0.2524,1.298,1.308,2,MECHANICAL_FAULT,1
58.25,52.03,21.38,397.6,40.95,7.22,76.18,0.942,50.04,6.22,0.814,0.0051,0.641,0.897,1.795,2,MECHANICAL_FAULT,1
60.5,52.05,27.17,404.23,30.0,1.3,49.62,0.945,50.05,8.44,0.606,0.0155,0.0103,1.067,1.87,0,NORMAL,0
67.95,59.73,25.58,404.59,37.58,8.83,73.16,0.927,50.0,8.22,0.76,0.0198,0.3164,1.942,2.351,2,MECHANICAL_FAULT,1
67.15,57.43,22.71,400.95,41.34,1.93,66.47,0.939,50.05,9.71,0.829,-0.0236,0.0508,0.809,0.655,0,NORMAL,0
62.16,55.17,23.86,402.71,34.89,1.06,58.62,0.953,50.03,6.99,0.703,-0.0468,0.0203,0.917,0.651,0,NORMAL,0
67.29,58.82,27.88,401.16,46.32,1.93,74.91,0.963,50.05,8.47,0.929,-0.0324,-0.03,1.097,0.526,0,NORMAL,0
62.6,52.88,24.41,405.25,39.02,1.79,60.45,0.975,49.9,9.72,0.791,-0.0297,-0.0003,0.569,1.326,0,NORMAL,0
64.62,59.59,26.1,400.6,34.97,1.1,57.59,0.957,50.02,5.03,0.7,-0.033,0.0188,1.008,1.196,0,NORMAL,0
72.74,78.89,6.18,389.64,30.96,3.65,51.5,0.708,49.52,-6.15,0.603,0.2968,0.0539,2.663,4.201,3,DIELECTRIC_FAULT,1
99.16,83.87,33.85,382.94,79.89,3.34,119.94,0.892,49.99,15.28,1.53,0.6145,0.0574,3.834,3.63,1,THERMAL_OVERLOAD,1
63.81,54.29,25.11,396.98,43.86,1.49,67.26,0.973,50.01,9.52,0.871,0.0099,-0.0454,0.375,1.953,0,NORMAL,0
